Crakehill,Skip Bridge,Westwick,,,,,
15.3,3.899,17.17,48.28,0.200933867,0.149969815,0.21615378,0.242443871
23.9,5.143,26.772,69.82,0.26649514,0.171427339,0.289452189,0.311260114
34.5,7.975,32.605,87.5,0.347303221,0.220275981,0.333979332,0.367744383
44,13.713,47.777,111.7,0.419725557,0.319249677,0.449797231,0.445058824
53.7,14.281,57.158,128.9,0.493672575,0.329047003,0.521408601,0.500009584
61,15.158,54.12,58.66,0.549323423,0.344174213,0.49821754,0.275606016
21.9,9.286,24.243,66.55,0.251248332,0.242889176,0.270146662,0.30081308
30.5,11.385,30.107,101.4,0.316809605,0.279094437,0.314910448,0.412152265
48.6,12.263,69.089,100.9,0.454793215,0.294238896,0.612485806,0.410554859
40.1,9.853,39.237,61.25,0.389994282,0.252669254,0.384605769,0.283880578
21.8,8.242,25.492,46.7,0.250485992,0.224881414,0.279681104,0.237396069
17.2,7.6,19.15,39.46,0.215418334,0.213807676,0.231268428,0.214265633
15.1,6.585,15.745,32.78,0.199409186,0.196300129,0.205275814,0.192924291
13.7,4.042,13.593,29.13,0.188736421,0.152436395,0.188848176,0.181263229
12.5,3.774,12.169,27.66,0.179588336,0.147813713,0.177977843,0.176566855
12.1,3.825,11.75,27.16,0.176538975,0.148693402,0.174779339,0.17496945
12.1,3.863,11.333,25.62,0.176538975,0.149348857,0.171596103,0.17004944
11.2,3.601,10.391,23.95,0.169677911,0.144829668,0.164405195,0.164714104
10.5,3.529,9.936,22.13,0.164341528,0.143587753,0.160931879,0.158899547
9.78,3.288,9.025,20.28,0.158852678,0.139430789,0.153977614,0.152989146
9.04,3.059,8.265,18.58,0.153211359,0.135480811,0.148176032,0.147557966
8.38,2.972,7.512,18.11,0.148179912,0.133980164,0.142427886,0.146056404
8.23,3.045,7.362,18.05,0.147036402,0.135239327,0.141282837,0.145864716
8.27,3.153,7.116,18.26,0.147341338,0.137102199,0.139404956,0.146535626
8.38,2.978,7.251,18.13,0.148179912,0.134083657,0.1404355,0.146120301
8.59,3.055,7.005,19.88,0.149780827,0.135411815,0.13855762,0.151711221
10,3.22,6.945,21.32,0.160529827,0.13825787,0.1380996,0.15631175
10.3,3.351,6.835,21.32,0.162816848,0.140517464,0.137259898,0.15631175
10,3.647,6.876,21.71,0.160529827,0.145623113,0.137572878,0.157557726
11.1,3.79,7.001,25.15,0.168915571,0.148089694,0.138527085,0.168547878
13.3,4.164,7.111,24.38,0.185687059,0.15454075,0.139366788,0.166087873
11.9,3.645,7.004,21.76,0.175014294,0.145588616,0.138549986,0.157717467
10.2,3.266,6.709,19.01,0.162054507,0.139051315,0.136298056,0.148931735
9.04,3.008,6.578,17.25,0.153211359,0.134601121,0.135298047,0.143308866
8.2,2.778,6.341,60.62,0.1468077,0.130633894,0.133488869,0.281867847
29.7,10.643,48.989,160.9,0.310710882,0.266295817,0.459049228,0.602243556
82.2,19.005,98.641,178.9,0.710939585,0.410530401,0.838075745,0.659750166
83.3,23.768,40.948,114.5,0.719325329,0.492686503,0.397666962,0.454004297
51.8,14.671,32.196,127.4,0.479188107,0.335774041,0.330857165,0.495217367
77.6,14.091,61.799,126.7,0.675871927,0.325769728,0.55683642,0.492980999
59.8,12.767,44.598,139.5,0.540175338,0.302932298,0.425529824,0.533874588
60.5,20.272,84.129,111.4,0.545511721,0.432384649,0.727296062,0.444100381
39.8,16.058,39.72,69.55,0.387707261,0.359698146,0.388292827,0.310397514
23.2,12.67,25.713,54.79,0.261158757,0.301259163,0.281368143,0.263242095
20.3,10.099,20.678,52.58,0.239050886,0.256912462,0.242932662,0.256181561
25.6,9.698,21.294,66,0.279454927,0.249995688,0.247634997,0.299055933
34,10.331,22.41,91.42,0.343491519,0.260914187,0.256154162,0.380268045
46.2,11.723,55.429,104.7,0.436497046,0.284924536,0.508210002,0.422695143
49.3,11.821,40.513,74.81,0.460129598,0.28661492,0.39434632,0.327202224
30.2,10.042,27.288,58.99,0.314522584,0.25592928,0.293391158,0.276660304
22.3,10.226,21.646,50.42,0.254297694,0.259103062,0.250322045,0.249280768
19.3,9.111,19.006,44.56,0.231427482,0.239870634,0.230169181,0.230559172
17.4,8.478,16.559,42.51,0.216943015,0.228952135,0.211489613,0.224009808
17.5,7.769,17.177,42.84,0.217705355,0.216722725,0.216207216,0.225064096
19.6,5.409,19.074,49.6,0.233714504,0.176015524,0.23068827,0.246661022
25.9,5.233,19.665,52.67,0.281741948,0.172979733,0.235199763,0.256469094
25.6,5.108,19.829,45.33,0.279454927,0.170823631,0.236451684,0.233019177
19.7,4.779,15.523,36.83,0.234476844,0.165148771,0.203581141,0.205863278
16.3,4.453,12.839,33.24,0.208557271,0.159525658,0.183092396,0.194393904
15.2,3.66,11.669,31.39,0.200171527,0.145847348,0.174161013,0.188483503
14.6,3.421,11.301,28.85,0.195597484,0.141724881,0.171351826,0.180368681
13.4,3.847,10.577,26.76,0.1864494,0.149072876,0.165825056,0.173691525
12.3,3.607,10.328,25.89,0.178063655,0.144933161,0.163924274,0.170912039
12.2,3.563,10.101,29.22,0.177301315,0.144174213,0.162191433,0.181550762
13.1,4.44,11.427,30.08,0.184162379,0.159301423,0.172313667,0.1842983
12.6,4.22,10.898,27.33,0.180350677,0.155506684,0.168275461,0.175512568
12,4.02,9.864,26.48,0.175776634,0.152056921,0.160382256,0.172796978
12.2,4.294,9.598,29.56,0.177301315,0.156783096,0.158351702,0.182636998
13.8,6.458,11.129,38.89,0.189498761,0.19410953,0.170038836,0.21244459
17.7,8.4,12.863,39.75,0.219230036,0.227606727,0.183275604,0.215192128
17.2,7.2,14.177,39.42,0.215418334,0.20690815,0.193306234,0.21413784
16.7,6.468,16.589,40.85,0.211606632,0.194282018,0.211718623,0.218706421
17.4,5.955,17.508,38.01,0.216943015,0.185433376,0.218733957,0.209633156
16,5.452,15.628,43.07,0.20627025,0.176757223,0.204382675,0.225798903
21.3,6.23,19.665,46.38,0.24667429,0.1901768,0.235199763,0.236373729
20.3,6.583,18.906,49.81,0.239050886,0.196265632,0.229405815,0.247331933
22.4,6.125,22.591,46.05,0.255060034,0.188365675,0.257535854,0.235319441
19.9,5.371,18.738,38.93,0.236001525,0.175360069,0.22812336,0.212572382
16.9,5.032,15.786,34.02,0.213131313,0.169512721,0.205588794,0.196885857
15.2,4.638,13.662,30.28,0.200171527,0.162716688,0.189374899,0.184937262
13.8,4.326,12.04,27.85,0.189498761,0.157335058,0.176993101,0.17717387
13,3.928,11.043,25.08,0.183400038,0.15047003,0.169382341,0.168324241
11.8,3.636,10.047,23.31,0.174251953,0.145433376,0.161779215,0.162669425
11,4.161,9.355,23.26,0.16815323,0.154489004,0.156496722,0.162509684
10.4,4.191,8.702,20.73,0.163579188,0.155006468,0.151511942,0.154426811
9.72,3.309,8.127,19.42,0.158395273,0.139793014,0.147122587,0.150241608
9.2,3.117,7.731,18.4,0.154431103,0.136481242,0.144099657,0.1469829
8.9,3.009,7.336,17.77,0.152144082,0.13461837,0.141084361,0.144970168
8.75,2.772,7.173,17.29,0.151000572,0.130530401,0.139840075,0.143436659
8.58,2.71,7.078,16.94,0.149704593,0.129460975,0.139114877,0.142318475
8.48,2.669,6.947,16.52,0.148942253,0.128753773,0.138114868,0.140976654
8.25,2.619,6.927,16.33,0.14718887,0.127891332,0.137962194,0.14036964
8.5,2.588,7.026,17.87,0.149094721,0.127356619,0.138717927,0.14528965
9.14,2.681,7.667,17.41,0.153973699,0.128960759,0.143611103,0.143820036
8.41,2.635,7.396,16.91,0.148408614,0.128167313,0.141542381,0.14222263
8.15,2.727,7.338,16.41,0.146426529,0.129754204,0.141099629,0.140625225
7.89,2.618,7.042,15.39,0.144444444,0.127874084,0.138840065,0.137366517
7.38,2.498,6.706,14.82,0.140556508,0.125804226,0.136275155,0.135545474
7.23,2.514,6.622,14.87,0.139412998,0.126080207,0.135633928,0.135705215
7.36,2.499,6.62,14.88,0.14040404,0.125821475,0.13561866,0.135737163
7.44,2.555,6.871,34.25,0.141013913,0.126787408,0.137534709,0.197620664
12.4,3.365,20.909,24.36,0.178825996,0.140758948,0.244696037,0.166023977
8.99,2.797,11.716,18.61,0.152830189,0.130961621,0.174519795,0.14765381
7.74,2.714,9.422,17.85,0.143300934,0.12952997,0.157008178,0.145225753
7.26,2.867,8.313,29.55,0.1396417,0.132169038,0.148542448,0.182605049
13.4,5.597,25,50.88,0.1864494,0.179258301,0.275925343,0.250750381
18.9,4.12,30.626,48.77,0.228378121,0.153781803,0.318872317,0.244009329
16.7,3.651,26.72,35.72,0.211606632,0.145692109,0.289055239,0.202317037
13.4,3.142,16.2,26.47,0.1864494,0.136912462,0.208749129,0.17276503
10.7,2.803,13.66,23.78,0.165866209,0.131065114,0.189359631,0.164170986
9.81,2.631,11.89,19.78,0.15908138,0.128098318,0.175848052,0.15139174
8.59,2.754,9.709,20.01,0.149780827,0.130219922,0.159199038,0.152126546
8.58,4.002,11.34,36.92,0.149704593,0.151746442,0.171649539,0.206150811
14.2,9.681,35.408,79.52,0.192548123,0.249702458,0.355376483,0.342249786
26.1,16.146,24.122,42.63,0.283266629,0.361216041,0.269222989,0.224393185
14.8,8.355,15.955,30.78,0.197122165,0.22683053,0.206878882,0.186534668
11.7,6.172,12.673,25.43,0.173489613,0.189176369,0.181825208,0.169442426
10.1,5.05,10.639,22.11,0.161292167,0.1698232,0.166298343,0.158835651
9.06,4.343,9.415,19.42,0.153363827,0.157628288,0.156954742,0.150241608
8.34,3.847,8.366,17.46,0.147874976,0.149072876,0.148947032,0.143979777
7.82,3.549,7.663,16.54,0.143910806,0.14393273,0.143580569,0.14104055
7.43,3.403,7.293,16.78,0.140937679,0.141414403,0.140756114,0.141807305
7.91,3.507,7.83,18.09,0.144596913,0.143208279,0.14485539,0.145992508
8.84,3.43,8.566,19.11,0.151686678,0.141880121,0.150473764,0.149251216
9.84,3.277,8.3,17.79,0.159310082,0.139241052,0.14844321,0.145034065
8.51,2.973,7.25,15.21,0.149170955,0.133997413,0.140427867,0.136791451
7.48,2.827,6.653,14.01,0.141318849,0.131479086,0.135870571,0.132957677
6.96,2.641,6.308,13.28,0.137354679,0.128270806,0.133236958,0.130625464
6.72,2.623,6.119,13.03,0.135525062,0.127960328,0.131794197,0.129826761
6.65,2.558,5.984,13.34,0.134991424,0.126839155,0.130763652,0.130817153
6.82,2.777,5.984,13.4,0.136287402,0.130616645,0.130763652,0.131008842
6.79,2.612,6.807,17.43,0.1360587,0.127770591,0.137046155,0.143883932
8.38,2.541,10.011,16.83,0.148179912,0.126545925,0.161504404,0.141967046
7.6,2.846,8.955,27.83,0.142233657,0.131806813,0.153443258,0.177109973
11.2,4.409,18.437,28.7,0.169677911,0.15876671,0.225825628,0.17988946
10.5,4.578,13.569,22.7,0.164341528,0.161681759,0.188664968,0.16072059
8.59,3.697,10.616,17.83,0.149780827,0.146485554,0.166122768,0.145161857
7.29,3.195,8.623,22.79,0.139870402,0.137826649,0.150908883,0.161008123
10.8,3.925,16.267,28.93,0.16662855,0.150418284,0.209260585,0.180624266
11.1,3.549,12.577,29.35,0.168915571,0.14393273,0.181092377,0.181966087
9.59,3.417,24.597,34.53,0.157404231,0.141655886,0.272848978,0.198515211
10.7,4.221,22.154,33.95,0.165866209,0.155523933,0.254199945,0.196662221
12.6,4.017,17.429,22.37,0.180350677,0.152005175,0.218130898,0.159666302
8.53,3.029,10.603,17.71,0.149323423,0.134963346,0.166023531,0.14477848
7.66,2.626,8.536,15.35,0.142691062,0.128012074,0.150244754,0.137238724
6.84,2.465,7.379,13.49,0.13643987,0.125235015,0.141412609,0.131296375
6.21,2.343,6.75,12.65,0.131637126,0.12313066,0.136611036,0.128612733
6.16,2.244,6.375,10.77,0.131255956,0.121423027,0.133748414,0.122606487
5.7,2.157,5.668,11.59,0.12774919,0.11992238,0.128351416,0.125226233
6.04,2.47,5.907,16.58,0.130341147,0.125321259,0.13017586,0.141168343
6.9,5.387,5.884,12.38,0.136897275,0.17563605,0.130000286,0.127750134
5.42,2.791,4.952,10.47,0.125614637,0.130858129,0.122885715,0.121648044
5.1,2.38,4.64,10.41,0.123175148,0.123768866,0.120504012,0.121456355
5.02,2.843,4.638,11.46,0.122565275,0.131755067,0.120488745,0.124810907
4.91,2.915,6.525,12.42,0.121726701,0.132996981,0.134893463,0.127877926
4.76,2.312,6.609,10.31,0.12058319,0.122595947,0.13553469,0.121136874
4.49,2.105,5.199,8.883,0.118524871,0.119025442,0.124771229,0.116577878
4.3,1.989,4.518,8.469,0.117076425,0.11702458,0.119572706,0.115255226
4.12,1.94,4.078,7.692,0.115704212,0.116179388,0.116213895,0.112772857
4.03,1.922,3.889,8.196,0.115018106,0.115868909,0.114771133,0.114383042
3.91,1.821,3.844,8.271,0.114103297,0.114126779,0.114427619,0.114622653
3.89,1.806,3.752,7.797,0.113950829,0.113868047,0.113725322,0.113108312
3.89,1.803,3.627,7.308,0.113950829,0.1138163,0.112771114,0.111546049
3.86,1.788,3.565,7.858,0.113722127,0.113557568,0.112297827,0.113303196
3.79,1.783,3.517,8.03,0.113188489,0.113471324,0.111931412,0.113852703
3.72,1.737,3.442,7.592,0.11265485,0.112677878,0.111358887,0.112453376
3.56,1.738,3.396,7.2,0.111435106,0.112695127,0.111007739,0.11120101
3.4,1.697,3.319,7.301,0.110215361,0.111987926,0.110419947,0.111523686
3.53,1.781,3.364,7.64,0.111206404,0.113436826,0.110763461,0.112606727
3.57,1.835,3.385,8.891,0.11151134,0.114368262,0.110923768,0.116603436
4.02,2.642,3.821,9.096,0.114941872,0.128288055,0.114252044,0.117258372
3.95,2.146,3.571,8.009,0.114408233,0.119732643,0.112343629,0.113785612
3.59,1.792,3.537,8.112,0.111663808,0.113626563,0.112084085,0.114114678
4.24,1.81,3.618,8.743,0.11661902,0.113937042,0.112702411,0.116130604
4.27,1.959,3.605,9.743,0.116847723,0.116507115,0.112603174,0.119325416
4.38,2.544,8.729,25.6,0.117686297,0.126597671,0.151718051,0.169985543
7.81,3.651,23.383,34.37,0.143834572,0.145692109,0.263581714,0.198004041
12.3,3.048,16.628,19.06,0.178063655,0.135291074,0.212016336,0.149091475
6.68,2.123,8.098,12.78,0.135220126,0.119335921,0.146901211,0.129028058
5.18,1.926,6.111,11.23,0.12378502,0.115937904,0.131733127,0.1240761
5.2,2.001,5.034,9.98,0.123937488,0.117231565,0.123511675,0.120082586
4.57,1.836,4.432,8.654,0.119134744,0.114385511,0.118916211,0.115846266
4.06,1.758,3.894,7.911,0.115246808,0.113040103,0.114809302,0.113472521
3.77,1.71,3.901,7.658,0.113036021,0.11221216,0.114862737,0.112664233
3.65,1.736,3.689,7.172,0.112121212,0.11266063,0.113244401,0.111111555
3.51,1.648,3.558,6.912,0.111053936,0.111142734,0.112244392,0.110280904
3.38,1.605,3.589,7.047,0.110062893,0.110401035,0.112481035,0.110712203
3.18,1.549,3.584,6.94,0.108538212,0.109435101,0.112442867,0.110370359
3.04,1.507,3.425,6.478,0.107470936,0.108710651,0.111229115,0.108894356
3,1.493,3.229,6.009,0.107166,0.108469168,0.109732917,0.107395989
2.91,1.484,3.12,5.982,0.106479893,0.108313928,0.108900848,0.107309729
2.84,1.464,2.997,5.672,0.105946255,0.107968952,0.107961908,0.106319337
2.68,1.478,2.85,5.357,0.10472651,0.108210436,0.10683976,0.105312972
2.58,1.43,2.724,5.322,0.10396417,0.107382492,0.105877919,0.105201153
2.5,1.426,2.712,5.333,0.103354298,0.107313497,0.105786315,0.105236296
2.59,1.423,3.125,6.615,0.104040404,0.107261751,0.108939017,0.109332045
3.95,1.58,3.16,6.829,0.114408233,0.109969815,0.109206195,0.110015734
3.28,1.473,2.838,5.903,0.109300553,0.108124191,0.106748156,0.107057339
3,1.412,2.659,5.732,0.107166,0.107072014,0.105381731,0.106511026
2.82,1.413,2.559,5.714,0.105793787,0.107089263,0.104618365,0.106453519
2.84,1.436,2.684,6.648,0.105946255,0.107485985,0.105572572,0.109437474
3.04,2.274,2.986,11.01,0.107470936,0.121940492,0.107877938,0.123373242
3.13,3.003,7.37,9.931,0.108157042,0.134514877,0.141343906,0.11992604
3.47,1.945,5.133,9.123,0.110748999,0.116265632,0.124267407,0.117344632
3.18,1.664,5.001,7.617,0.108538212,0.111418715,0.123259764,0.112533246
3.05,1.522,3.829,6.872,0.10754717,0.108969383,0.114313114,0.110153111
2.8,1.459,3.557,6.422,0.105641319,0.107882708,0.112236758,0.108715446
2.7,1.449,3.316,5.958,0.104878978,0.10771022,0.110397046,0.107233054
2.65,1.452,3.182,6.738,0.104497808,0.107761966,0.109374135,0.109725007
3.01,1.644,3.359,7.952,0.107242234,0.111073739,0.110725293,0.113603508
3.29,2.29,3.505,7.691,0.109376787,0.122216473,0.111839808,0.112769662
3.21,1.795,3.234,7.371,0.108766914,0.11367831,0.109771086,0.111747322
3.21,1.628,3.29,7.712,0.108766914,0.110797758,0.110198571,0.112836753
3.46,1.845,3.593,13.39,0.110672765,0.11454075,0.11251157,0.130976894
5.07,2.174,9.281,12.9,0.122946446,0.12021561,0.155931831,0.129411436
4.9,1.732,5.706,9.586,0.121650467,0.112591634,0.128641495,0.11882383
3.9,1.558,4.176,7.949,0.114027063,0.109590341,0.116961994,0.113593923
3.39,1.503,3.637,7.109,0.110139127,0.108641656,0.112847451,0.110910282
3.1,1.468,3.429,6.453,0.10792834,0.108037947,0.111259649,0.108814485
2.92,1.457,3.123,6.105,0.106556127,0.10784821,0.108923749,0.107702691
2.78,1.423,2.947,5.531,0.105488851,0.107261751,0.107580225,0.105868869
2.68,1.4,2.788,5.647,0.10472651,0.106865028,0.106366473,0.106239467
2.6,1.386,2.659,5.224,0.104116638,0.106623545,0.105381731,0.104888062
2.53,1.458,2.599,5.266,0.103583,0.107865459,0.104923711,0.105022244
2.56,1.72,2.551,5.648,0.103811702,0.112384649,0.104557295,0.106242662
3.13,1.555,2.794,8.521,0.108157042,0.109538594,0.106412275,0.115421356
3.37,3.543,3.186,10.66,0.109986659,0.143829237,0.10940467,0.122255058
4.06,3.492,4.404,14.88,0.115246808,0.142949547,0.118702469,0.135737163
4.42,2.717,10.481,15.74,0.117991233,0.129581716,0.165092224,0.138484701
4.53,2.242,11.785,41.07,0.118829808,0.12138853,0.175046518,0.219409279
13.9,10.682,29.987,40.86,0.190261102,0.266968521,0.313994408,0.218738369
14.7,4.387,18.813,33.38,0.196359825,0.158387236,0.228695885,0.194841178
13,3.64,15.604,20.9,0.183400038,0.145502372,0.204199468,0.154969929
7.9,2.411,8.46,14.13,0.144520678,0.124303579,0.149664596,0.133341054
5.84,2.049,6.174,11.17,0.128816467,0.118059508,0.132214048,0.123884412
4.89,1.873,5.062,10.04,0.121574233,0.115023717,0.123725417,0.120274275
4.67,1.902,4.524,10,0.119897084,0.115523933,0.119618508,0.120146482
4.63,1.983,4.1,9.021,0.119592148,0.116921087,0.116381836,0.117018762
4.37,2.007,3.96,8.54,0.117610063,0.117335058,0.115313123,0.115482057
4.08,1.89,3.932,8.07,0.115399276,0.115316947,0.115099381,0.113980496
3.71,1.754,3.645,7.754,0.112578616,0.112971108,0.11290852,0.112970935
3.51,1.713,3.58,7.491,0.111053936,0.112263907,0.112412332,0.1121307
3.36,1.676,3.401,7.281,0.109910425,0.111625701,0.111045907,0.111459789
3.24,1.66,3.228,7.106,0.108995617,0.11134972,0.109725284,0.110900697
3.16,1.652,3.16,7.065,0.108385744,0.111211729,0.109206195,0.11076971
3.1,1.633,3.238,6.878,0.10792834,0.110884002,0.10980162,0.11017228
3.01,1.606,3.008,6.452,0.107242234,0.110418284,0.108045878,0.10881129
2.87,1.55,2.88,6.339,0.106174957,0.10945235,0.10706877,0.108450277
2.8,1.536,2.864,6.254,0.105641319,0.109210867,0.106946631,0.108178718
2.75,1.541,2.812,6.127,0.105260149,0.109297111,0.106549681,0.107772977
2.69,1.522,2.735,6.02,0.104802744,0.108969383,0.105961889,0.107431132
2.62,1.504,2.699,6.131,0.104269106,0.108658905,0.105687077,0.107785756
2.61,1.49,2.641,5.944,0.104192872,0.108417421,0.105244325,0.107188326
2.6,1.488,2.658,5.902,0.104116638,0.108382924,0.105374097,0.107054144
2.66,1.547,2.673,5.961,0.104574042,0.109400604,0.105488602,0.107242638
2.67,1.571,2.631,5.918,0.104650276,0.109814575,0.105167988,0.107105261
2.63,1.531,2.685,5.828,0.10434534,0.109124623,0.105580206,0.106817728
2.6,1.539,2.696,5.828,0.104116638,0.109262613,0.105664176,0.106817728
2.57,1.505,2.692,5.945,0.103887936,0.108676154,0.105633642,0.107191521
2.65,1.543,2.63,5.983,0.104497808,0.109331608,0.105160355,0.107312924
2.74,1.534,2.682,5.956,0.105183915,0.109176369,0.105557305,0.107226664
2.78,1.649,2.669,6.779,0.105488851,0.111159983,0.105458067,0.109855994
2.93,1.579,4.151,71.44,0.106632361,0.109952566,0.116771152,0.316435708
21.1,2.832,35.481,32,0.245149609,0.13156533,0.35593374,0.190432338
9.08,2.019,14.85,18.31,0.153516295,0.117542044,0.198443687,0.146695367
6.19,1.773,9.211,13.85,0.131484658,0.113298836,0.155397475,0.132446507
4.82,1.694,12.559,37.8,0.121040595,0.111936179,0.180954971,0.208962245
13.1,2.081,31.049,36.52,0.184162379,0.11861147,0.322101356,0.204872886
11.8,2.982,19.642,22.54,0.174251953,0.134152652,0.235024189,0.16020942
7.35,2.104,10.935,16.22,0.140327806,0.119008193,0.168557906,0.14001821
5.74,1.956,8.369,13.6,0.128054126,0.116455369,0.148969933,0.131647804
5.08,1.933,7.221,12.07,0.12302268,0.116058646,0.140206491,0.126759742
4.73,1.939,6.513,11.03,0.120354488,0.116162139,0.134801859,0.123437138
4.31,1.795,5.724,9.606,0.117152659,0.11367831,0.128778901,0.118887726
3.92,1.713,5.062,8.741,0.114179531,0.112263907,0.123725417,0.116124214
3.7,1.668,4.62,8.164,0.112502382,0.11148771,0.120351339,0.114280808
3.5,1.661,4.364,7.69,0.110977702,0.111366969,0.118397122,0.112766467
3.43,1.638,4.264,7.715,0.110444063,0.110970246,0.117633756,0.112846338
3.49,1.812,4.412,11.21,0.110901468,0.113971539,0.118763538,0.124012204
4.88,1.969,8.534,17.71,0.121497999,0.116679603,0.150229487,0.14477848
8.33,1.838,11.855,16.85,0.147798742,0.114420009,0.175580874,0.142030942
6.37,2.697,9.901,23.62,0.132856871,0.12923674,0.160664701,0.163659816
9.13,2.824,17.65,22.18,0.153897465,0.131427339,0.219817937,0.159059288
7.82,2.82,15.329,37.14,0.143910806,0.131358344,0.202100211,0.20685367
9.79,4.987,28.486,25.09,0.158928912,0.168736524,0.302536284,0.16835619
7.76,2.729,12.977,16.65,0.143453402,0.129788702,0.184145841,0.141391979
5.8,2.262,9.317,12.93,0.12851153,0.121733506,0.156206643,0.12950728
5.14,2.087,7.56,12.55,0.123480084,0.118714963,0.142794301,0.128293252
5.28,2.873,8.121,34.69,0.12454736,0.132272531,0.147076785,0.199026381
18.3,4.098,40.411,80.15,0.223804079,0.153402329,0.393567687,0.344262518
40.1,4.699,56.899,77.41,0.389994282,0.163768866,0.519431483,0.335508734
32.8,4.519,41.524,67.79,0.334343434,0.160664079,0.402063951,0.304774646
29.2,4.715,34.34,38.05,0.30689918,0.164044847,0.347223733,0.209760948
12.7,3.52,16.823,24.68,0.181113017,0.143432514,0.2135049,0.167046317
9.03,3.366,18.124,39.27,0.153135125,0.140776197,0.223436292,0.213658618
14.2,4.067,25.078,37.38,0.192548123,0.152867615,0.276520768,0.207620424
19.3,3.474,26.473,42.33,0.231427482,0.142639069,0.287169725,0.223434742
17.8,3.235,23.3,49.2,0.219992377,0.138516602,0.26294812,0.245383098
23.5,4.901,36.965,91.77,0.263445779,0.167253126,0.367262092,0.381386229
35.8,13.911,61.838,117.6,0.357213646,0.322664942,0.557134133,0.463908213
45.7,18.248,43.975,59.85,0.432685344,0.397473049,0.420774053,0.279407842
17.5,9.113,25.22,46.17,0.217705355,0.239905132,0.277604748,0.235702819
15.8,8.606,25.372,39.79,0.204745569,0.231159983,0.278765065,0.21531992
13.3,7.022,18.681,31.34,0.185687059,0.203837861,0.227688241,0.188323762
11,6.059,14.668,78.98,0.16815323,0.187227253,0.197054361,0.340524588
59.9,10.404,53.074,81.29,0.540937679,0.262173351,0.490232731,0.347904603
31,13.899,25.336,45.83,0.320621307,0.322457956,0.278490253,0.234616583
14.9,12.495,17.109,36.09,0.197884505,0.298240621,0.215688127,0.203499117
12.3,10.223,14.12,27.91,0.178063655,0.259051315,0.192871115,0.177365558
10.5,6.645,12.06,26.47,0.164341528,0.197335058,0.177145774,0.17276503
10.2,6.477,14.732,31.63,0.162054507,0.194437257,0.197542915,0.189250258
12.9,4.464,16.044,24.98,0.182637698,0.159715395,0.207558278,0.16800476
10,3.751,11.601,29.56,0.160529827,0.14741699,0.173641924,0.182636998
12.9,10.157,14.254,32.17,0.182637698,0.257912893,0.193894026,0.190975456
12,6.552,13.046,26.12,0.175776634,0.195730918,0.184672564,0.171646846
10.7,6.438,13.007,30.39,0.165866209,0.193764554,0.184374851,0.185288691
10.9,6.635,14.242,26,0.16739089,0.19716257,0.193802422,0.171263468
9.68,5.189,11.872,37.26,0.158090337,0.172220785,0.175710646,0.207237047
12,13.428,37.127,100.2,0.175776634,0.314333765,0.368498745,0.408318491
41.4,26.014,46.587,67.15,0.399904707,0.531427339,0.440713175,0.302729967
20.7,14.866,23.632,38.86,0.242100248,0.339137559,0.265482495,0.212348746
14.2,6.06,16.733,48.78,0.192548123,0.187244502,0.21281787,0.244041277
14,15.096,38.259,73.56,0.191023442,0.343104787,0.377140049,0.323208709
27.7,14.626,46.76,82.03,0.295464075,0.334997844,0.442033798,0.350268764
44.6,11.867,46.032,105.5,0.4242996,0.287408366,0.436476493,0.425250992
59,12.96,45.474,88.79,0.534076615,0.30626132,0.43221691,0.37186569
27.9,23.289,60.587,134.8,0.296988755,0.484424321,0.547584424,0.518858973
56,25.597,66.234,99.48,0.511206404,0.524234584,0.590691705,0.406018226
35,18.114,40.496,63.44,0.351114923,0.395161708,0.394216548,0.290877215
19.6,13.466,25.387,44.59,0.233714504,0.314989219,0.278879569,0.230655016
14.9,9.028,18.862,37.22,0.197884505,0.238438982,0.229069934,0.207109255
14.4,8.244,16.734,48.03,0.194072804,0.224915912,0.212825504,0.241645168
24.2,7.267,20.364,39.46,0.268782161,0.208063821,0.240535692,0.214265633
17.1,5.188,15.661,31.23,0.214655994,0.172203536,0.204634586,0.187972333
13.4,4.874,13.089,27.67,0.1864494,0.166787408,0.185000811,0.176598804
12.1,4.665,11.688,25.2,0.176538975,0.163182406,0.174306053,0.168707619
11.2,4.46,10.585,22.72,0.169677911,0.159646399,0.165886125,0.160784486
9.94,4.239,9.455,21.94,0.160072422,0.155834411,0.157260088,0.158292533
10.9,4.195,10.272,27.14,0.16739089,0.155075464,0.163496789,0.174905553
12.7,4.065,12.377,28.11,0.181113017,0.152833118,0.179565645,0.178004521
12.3,4.004,12.46,26.62,0.178063655,0.15178094,0.180199239,0.173244251
11.3,5.387,13.225,139.9,0.170440252,0.17563605,0.186038989,0.535152512
40.1,35.455,36.266,80.7,0.389994282,0.694273394,0.361926163,0.346019664
21.7,20.256,24.552,58.84,0.249723652,0.432108668,0.272505463,0.276181082
17.2,15.527,19.237,46.48,0.215418334,0.350539025,0.231932557,0.23669321
14.9,11.158,16.356,39.75,0.197884505,0.275178956,0.20993998,0.215192128
13,8.684,14.206,33.06,0.183400038,0.23250539,0.19352761,0.193818838
11.7,6.075,12.671,29.52,0.173489613,0.187503234,0.181809941,0.182509205
10.9,5.721,11.558,28.67,0.16739089,0.181397154,0.173313677,0.179793615
11.1,5.486,11.411,29.31,0.168915571,0.177343683,0.172191529,0.181838295
